#,Player,TEAM,GP,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,EFF
36,Kristaps Porziņģis,BOS,4,23.0,15.5,5.0,9.3,54.1,2.3,4.5,50.0,3.3,4.8,68.4,1.5,6.0,7.5,0.3,0.5,1.0,2.3, 16.8
39,Franz Wagner,ORL,3,17.7,15.3,6.0,8.0,75.0,2.3,3.7,63.6,1.0,1.0,100,0.7,2.3,3.0,2.7,0.7,0.7,0.0, 20.3
40,LaMelo Ball,CHA,4,22.0,15.3,5.3,13.3,39.6,1.8,6.3,28.0,3.0,3.8,80.0,0.3,4.0,4.3,4.8,1.3,0.3,2.3, 14.8
40,Lonnie Walker IV,BKN,4,19.0,15.3,5.3,10.8,48.8,1.8,4.5,38.9,3.0,3.5,85.7,0.5,1.5,2.0,1.0,1.5,0.3,1.0, 13.0
40,Pascal Siakam,IND,4,23.5,15.3,5.8,10.0,57.5,0.8,2.8,27.3,3.0,4.3,70.6,1.3,4.5,5.8,3.0,1.3,0.5,2.5, 17.8
43,Immanuel Quickley,TOR,2,22.5,15.0,5.0,11.5,43.5,1.0,4.0,25.0,4.0,5.0,80.0,0.5,0.0,0.5,2.0,3.0,0.0,2.0, 11.0
44,Terry Rozier,MIA,4,25.8,14.8,6.0,11.5,52.2,1.5,4.5,33.3,1.3,1.5,83.3,1.5,2.5,4.0,4.5,1.8,0.5,1.5, 18.3
45,Jaden Hardy,DAL,3,19.0,14.7,5.3,13.3,40.0,1.7,6.0,27.8,2.3,4.0,58.3,0.7,2.7,3.3,2.3,1.0,0.0,3.0, 8.7
45,Keegan Murray,SAC,3,24.3,14.7,6.0,11.7,51.4,2.3,6.7,35.0,0.3,0.3,100,0.7,4.0,4.7,1.0,1.0,0.3,0.0, 16.0
47,Tyrese Haliburton,IND,2,25.5,14.5,4.5,10.0,45.0,1.0,6.0,16.7,4.5,5.5,81.8,0.0,3.5,3.5,8.5,2.5,0.5,2.0, 21.0
48,Anthony Davis,LAL,5,18.0,14.4,4.6,8.6,53.5,1.2,2.6,46.2,4.0,5.0,80.0,0.2,5.2,5.4,2.0,0.6,2.2,0.8, 18.8
48,Jabari Smith Jr.,HOU,5,25.0,14.4,5.2,10.2,51.0,1.8,3.8,47.4,2.2,2.6,84.6,0.4,7.2,7.6,1.4,0.4,0.4,1.8, 17.0
50,Jalen Green,HOU,3,25.7,14.3,5.0,11.3,44.1,1.0,4.3,23.1,3.3,4.7,71.4,0.0,3.0,3.0,1.7,1.0,0.0,2.0, 10.3
50,Saddiq Bey,ATL,3,22.0,14.3,4.7,8.0,58.3,1.7,3.7,45.5,3.3,3.7,90.9,2.0,4.7,6.7,0.3,1.3,0.0,1.3, 17.7
52,Zach Collins,SAS,4,21.8,14.3,5.5,9.5,57.9,1.3,3.5,35.7,2.0,3.0,66.7,1.8,4.5,6.3,4.8,1.0,0.5,2.3, 19.5
53,Talen Horton-Tucker,UTA,5,21.4,14.2,5.2,11.4,45.6,1.6,4.4,36.4,2.2,2.8,78.6,0.6,3.4,4.0,4.4,0.8,0.2,2.4, 14.4
54,Jaren Jackson Jr.,MEM,4,23.5,14.0,4.8,10.3,46.3,1.3,3.8,33.3,3.3,4.0,81.3,1.0,4.0,5.0,2.0,1.0,2.5,2.0, 16.3
54,Kelly Oubre Jr.,PHI,4,23.3,14.0,5.3,12.0,43.8,1.8,5.5,31.8,1.8,3.0,58.3,1.3,2.0,3.3,1.8,1.0,1.0,1.8, 11.3
54,Mikal Bridges,BKN,3,22.7,14.0,5.0,13.7,36.6,2.3,6.3,36.8,1.7,2.3,71.4,0.3,3.0,3.3,2.0,0.3,0.0,2.0, 8.3
54,Shaedon Sharpe,POR,4,25.3,14.0,5.8,13.3,43.4,1.0,5.3,19.0,1.5,1.8,85.7,1.5,3.0,4.5,2.8,1.0,0.0,2.3, 12.3
58,Nikola Vučević,CHI,4,25.0,13.8,5.5,9.8,56.4,0.8,2.0,37.5,2.0,2.5,80.0,1.8,5.3,7.0,2.0,0.8,0.5,2.3, 17.0
58,Onyeka Okongwu,ATL,4,22.5,13.8,5.3,7.8,67.7,1.3,3.3,38.5,2.0,2.8,72.7,1.8,3.5,5.3,1.3,0.0,0.5,1.8, 15.8
60,Gary Trent Jr.,TOR,3,21.3,13.7,4.3,10.0,43.3,2.7,6.3,42.1,2.3,2.3,100,0.3,1.7,2.0,2.3,1.7,0.3,2.0, 12.3
60,LeBron James,LAL,3,18.7,13.7,4.3,9.3,46.4,1.7,4.0,41.7,3.3,5.0,66.7,0.0,3.7,3.7,4.3,0.3,0.3,2.0, 13.7
60,Tim Hardaway Jr.,DAL,3,20.7,13.7,5.0,13.3,37.5,3.0,9.7,31.0,0.7,1.0,66.7,0.3,2.3,2.7,1.3,1.3,0.0,1.3, 9.0
63,D'Angelo Russell,LAL,6,21.8,13.5,5.2,9.0,57.4,1.7,3.7,45.5,1.5,2.0,75.0,0.3,1.7,2.0,5.3,1.3,0.8,2.0, 16.7
63,P.J. Washington,DAL,4,25.5,13.5,5.5,12.3,44.9,1.5,5.3,28.6,1.0,1.5,66.7,1.0,4.5,5.5,1.3,0.8,1.0,2.5, 12.3
63,Scoot Henderson,POR,4,28.3,13.5,5.0,12.0,41.7,1.3,4.3,29.4,2.3,2.5,90.0,0.0,1.5,1.5,5.8,0.5,0.0,3.5, 10.5
66,Santi Aldama,MEM,5,19.6,13.4,5.0,9.6,52.1,1.4,4.4,31.8,2.0,2.6,76.9,0.8,4.8,5.6,1.8,0.6,0.4,0.8, 15.8
67,Coby White,CHI,5,24.2,13.2,5.0,9.2,54.3,1.4,4.4,31.8,1.8,2.2,81.8,0.4,2.8,3.2,4.0,0.8,0.0,2.6, 14.0
67,Luka Garza,MIN,5,15.0,13.2,4.8,9.0,53.3,0.8,2.4,33.3,2.8,3.4,82.4,2.0,2.2,4.2,1.4,0.4,0.4,0.8, 14.0
67,Moses Moody,GSW,5,20.6,13.2,4.8,8.8,54.5,2.4,4.4,54.5,1.2,1.4,85.7,0.8,2.8,3.6,0.8,0.6,0.2,1.6, 12.6
70,Andrew Nembhard,IND,1,23.0,13.0,5.0,10.0,50.0,1.0,2.0,50.0,2.0,2.0,100,1.0,0.0,1.0,2.0,2.0,0.0,3.0, 10.0
70,DeMar DeRozan,CHI,4,25.0,13.0,4.0,10.0,40.0,1.0,2.5,40.0,4.0,4.3,94.1,0.3,1.0,1.3,2.5,1.8,0.3,1.5, 11.0
70,Evan Mobley,CLE,3,22.3,13.0,5.3,9.7,55.2,0.0,0.3,0.0,2.3,3.7,63.6,1.3,5.7,7.0,1.0,0.7,1.0,1.0, 16.0
70,Gordon Hayward,OKC,2,24.0,13.0,4.5,7.5,60.0,1.0,1.0,100,3.0,3.0,100,0.5,3.5,4.0,2.0,1.5,0.5,0.5, 17.5
70,Jaime Jaquez Jr.,MIA,1,24.0,13.0,5.0,8.0,62.5,0.0,1.0,0.0,3.0,4.0,75.0,0.0,7.0,7.0,2.0,0.0,0.0,2.0, 16.0
75,Tobias Harris,PHI,4,26.0,12.8,4.8,12.0,39.6,1.0,3.8,26.7,2.3,2.8,81.8,0.8,6.0,6.8,2.5,1.0,0.5,1.8, 14.0
76,Damian Lillard,MIL,3,24.7,12.7,3.7,11.7,31.4,1.3,7.0,19.0,4.0,5.0,80.0,0.3,2.3,2.7,3.0,2.0,0.7,1.7, 10.3
76,Eugene Omoruyi,WAS,3,12.0,12.7,4.3,7.0,61.9,0.7,2.3,28.6,3.3,4.7,71.4,1.3,1.7,3.0,0.3,2.0,0.0,0.7, 13.3
76,Julius Randle,NYK,3,21.7,12.7,4.3,9.0,48.1,2.3,4.3,53.8,1.7,3.3,50.0,1.0,6.3,7.3,1.3,0.0,0.0,1.3, 13.7
79,Bennedict Mathurin,IND,4,21.3,12.5,4.3,8.3,51.5,1.3,3.3,38.5,2.8,3.3,84.6,1.0,3.5,4.5,2.3,0.3,0.0,2.5, 12.5
80,Ziaire Williams,MEM,5,20.6,12.4,4.2,8.0,52.5,1.8,4.0,45.0,2.2,2.6,84.6,0.6,3.0,3.6,1.6,0.8,0.6,1.2, 13.6
81,Jake LaRavia,MEM,3,21.7,12.3,4.7,13.3,35.0,1.7,7.0,23.8,1.3,1.7,80.0,2.0,2.0,4.0,1.7,0.7,1.3,1.0, 10.0
81,Jerami Grant,POR,3,22.0,12.3,5.0,8.7,57.7,1.0,2.3,42.9,1.3,2.0,66.7,0.0,1.7,1.7,0.7,0.3,0.3,1.3, 9.7
81,Killian Hayes,DET,3,23.0,12.3,4.7,8.3,56.0,0.7,3.0,22.2,2.3,2.3,100,0.0,1.0,1.0,4.0,2.0,0.3,1.0, 15.0
84,Luguentz Dort,OKC,4,22.0,12.3,4.0,7.8,51.6,2.0,4.8,42.1,2.3,2.8,81.8,0.5,2.3,2.8,0.8,0.3,0.0,0.8, 11.0
84,Marvin Bagley III,WAS,4,18.0,12.3,4.8,7.5,63.3,0.5,0.8,66.7,2.3,3.3,69.2,2.3,3.8,6.0,1.0,0.3,0.0,0.3, 15.5
86,Malik Beasley,MIL,5,22.4,12.2,4.4,11.2,39.3,3.4,8.2,41.5,0.0,0.0,0.0,0.6,2.0,2.6,2.0,0.8,0.0,0.6, 10.2
87,Brandon Ingram,NOP,4,22.0,12.0,5.5,12.3,44.9,0.3,2.8,9.1,0.8,1.0,75.0,1.3,3.0,4.3,3.3,1.5,0.3,3.3, 11.0
87,Domantas Sabonis,SAC,4,25.0,12.0,4.3,8.5,50.0,0.5,1.3,40.0,3.0,5.0,60.0,1.3,9.5,10.8,6.0,0.5,0.0,2.5, 20.5
87,Fred VanVleet,HOU,4,23.5,12.0,4.3,9.5,44.7,1.8,4.8,36.8,1.8,1.8,100,0.0,1.8,1.8,3.8,2.5,0.8,1.3, 14.3
87,Jaden Ivey,DET,4,22.5,12.0,5.0,11.3,44.4,1.3,4.8,26.3,0.8,1.5,50.0,0.3,3.8,4.0,3.3,0.8,0.5,3.3, 10.3
87,Josh Giddey,OKC,4,22.3,12.0,5.3,10.3,51.2,0.0,1.0,0.0,1.5,2.8,54.5,0.5,5.0,5.5,5.3,0.5,0.0,2.8, 14.3
87,Moritz Wagner,ORL,3,15.3,12.0,4.3,6.3,68.4,0.7,2.0,33.3,2.7,3.0,88.9,0.3,2.0,2.3,0.7,1.0,0.0,1.0, 12.7
87,Svi Mykhailiuk,BOS,3,18.0,12.0,4.0,7.7,52.2,2.7,6.0,44.4,1.3,1.3,100,1.0,2.0,3.0,1.3,0.3,0.0,0.7, 12.3
87,Zion Williamson,NOP,4,19.3,12.0,4.3,7.5,56.7,0.0,0.3,0.0,3.5,4.8,73.7,0.5,3.0,3.5,3.8,1.3,0.5,2.3, 14.3
95,Ausar Thompson,DET,4,29.3,11.8,3.5,10.0,35.0,1.0,2.5,40.0,3.8,5.8,65.2,2.8,6.5,9.3,2.8,0.8,1.0,2.8, 14.3
95,CJ McCollum,NOP,4,21.5,11.8,4.3,10.8,39.5,2.3,5.5,40.9,1.0,1.0,100,0.8,1.8,2.5,2.5,0.5,1.0,2.8, 9.0
95,Eric Gordon,PHX,4,15.5,11.8,4.0,7.5,53.3,1.3,3.8,33.3,2.5,2.8,90.9,0.5,1.3,1.8,2.0,0.3,0.3,1.0, 11.3
95,Grayson Allen,PHX,4,23.3,11.8,4.8,9.8,48.7,1.5,4.8,31.6,0.8,0.8,100,0.8,1.8,2.5,3.8,1.5,0.5,2.5, 12.5
95,Jamal Murray,DEN,4,21.5,11.8,4.3,9.8,43.6,0.8,4.5,16.7,2.5,3.3,76.9,0.5,1.5,2.0,5.5,1.5,0.3,1.0, 13.8
100,Trendon Watford,BKN,3,16.7,11.7,3.3,7.0,47.6,0.7,1.3,50.0,4.3,5.0,86.7,0.7,4.0,4.7,1.3,0.0,0.7,2.3, 11.7
101,Amen Thompson,HOU,5,21.8,11.6,3.8,8.6,44.2,0.6,2.4,25.0,3.4,4.6,73.9,1.2,3.2,4.4,3.2,1.2,0.4,2.2, 12.6
102,Jaylin Williams,OKC,2,20.0,11.5,4.0,6.0,66.7,1.5,2.5,60.0,2.0,2.5,80.0,3.5,4.5,8.0,2.5,0.0,0.5,0.5, 19.5
102,OG Anunoby,NYK,4,22.3,11.5,4.3,7.0,60.7,1.8,3.8,46.7,1.3,2.0,62.5,0.8,1.0,1.8,2.8,1.3,0.3,1.3, 12.8
104,Cam Whitmore,HOU,5,17.8,11.4,3.6,9.6,37.5,1.2,4.4,27.3,3.0,3.8,78.9,0.2,3.0,3.2,0.6,1.4,0.2,0.8, 9.2
104,Saben Lee,PHX,5,21.0,11.4,2.8,7.6,36.8,0.6,1.4,42.9,5.2,5.8,89.7,1.2,1.6,2.8,3.8,0.6,0.2,1.8, 11.6
106,Kawhi Leonard,LAC,3,17.3,11.3,3.7,8.3,44.0,2.3,5.7,41.2,1.7,2.0,83.3,0.7,1.3,2.0,1.3,1.0,0.0,0.7, 10.0
106,Paul George,LAC,3,17.7,11.3,4.3,9.7,44.8,1.3,3.3,40.0,1.3,1.3,100,0.0,4.7,4.7,2.3,1.0,0.0,0.7, 13.3
108,Isaiah Joe,OKC,4,16.3,11.3,3.0,6.5,46.2,2.0,4.8,42.1,3.3,3.5,92.9,0.5,1.3,1.8,0.8,0.5,0.0,0.5, 10.0
108,Jamal Cain,MIA,4,21.5,11.3,4.5,8.3,54.5,2.0,3.0,66.7,0.3,0.3,100,3.8,4.5,8.3,0.8,0.5,0.0,0.8, 16.3
108,Reggie Jackson,DEN,4,16.8,11.3,4.3,9.0,47.2,2.5,4.5,55.6,0.3,0.8,33.3,0.8,1.0,1.8,1.3,0.3,0.3,1.5, 8.0
111,Andrew Wiggins,GSW,5,21.0,11.2,4.2,9.2,45.7,1.4,4.0,35.0,1.4,2.6,53.8,0.8,1.6,2.4,1.2,0.4,0.4,0.8, 8.6
111,Cole Swider,MIA,5,19.8,11.2,3.6,8.4,42.9,2.6,7.0,37.1,1.4,1.4,100,0.4,1.6,2.0,1.2,0.0,0.0,1.2, 8.4
111,Collin Sexton,UTA,5,18.2,11.2,3.6,7.6,47.4,1.0,2.0,50.0,3.0,3.4,88.2,0.4,1.6,2.0,3.4,0.2,0.2,1.6, 11.0
114,Bradley Beal,PHX,2,16.0,11.0,2.5,6.0,41.7,0.5,1.0,50.0,5.5,6.5,84.6,0.0,2.0,2.0,2.5,1.0,0.0,1.0, 11.0
114,Cade Cunningham,DET,3,22.3,11.0,4.3,11.7,37.1,1.7,3.7,45.5,0.7,0.7,100,0.0,4.3,4.3,5.3,0.0,0.0,2.3, 11.0
114,Dario Šarić,GSW,5,16.8,11.0,3.8,6.2,61.3,1.4,3.2,43.8,2.0,2.6,76.9,0.6,3.2,3.8,2.2,1.4,0.0,1.4, 14.0
114,De'Andre Hunter,ATL,2,22.0,11.0,3.0,6.0,50.0,0.5,2.0,25.0,4.5,5.5,81.8,2.0,3.5,5.5,2.0,0.0,0.5,1.0, 14.0
114,Johnny Davis,WAS,2,23.5,11.0,4.5,8.0,56.3,0.5,1.5,33.3,1.5,1.5,100,1.0,4.5,5.5,2.5,0.5,1.5,0.5, 17.0
114,MarJon Beauchamp,MIL,5,19.8,11.0,3.6,8.2,43.9,1.6,3.6,44.4,2.2,2.8,78.6,0.6,4.4,5.0,2.2,0.8,0.2,1.8, 12.2
114,Marcus Smart,MEM,1,24.0,11.0,4.0,8.0,50.0,1.0,4.0,25.0,2.0,2.0,100,0.0,1.0,1.0,6.0,1.0,0.0,2.0, 13.0
114,Patrick Williams,CHI,5,23.8,11.0,4.0,10.4,38.5,1.6,4.6,34.8,1.4,1.6,87.5,0.2,2.8,3.0,1.2,0.2,0.4,2.4, 6.8
114,Shai Gilgeous-Alexander,OKC,2,23.5,11.0,3.5,8.0,43.8,1.5,3.0,50.0,2.5,3.0,83.3,0.0,3.5,3.5,4.0,3.0,1.0,1.5, 16.0
123,Brook Lopez,MIL,4,17.3,10.8,3.8,8.3,45.5,1.5,4.0,37.5,1.8,1.8,100,1.0,2.5,3.5,0.8,0.3,1.0,1.0, 10.8
123,Josh Green,DAL,4,20.8,10.8,3.8,7.3,51.7,1.8,3.0,58.3,1.5,2.3,66.7,0.5,2.5,3.0,1.5,0.8,0.3,1.8, 10.3
123,Miles McBride,NYK,4,21.8,10.8,4.3,10.3,41.5,1.8,5.0,35.0,0.5,1.0,50.0,0.3,1.3,1.5,4.3,1.5,0.0,1.5, 10.0
126,Caris LeVert,CLE,3,21.3,10.7,4.0,10.0,40.0,1.7,5.7,29.4,1.0,1.0,100,0.0,2.0,2.0,3.7,2.0,0.7,2.7, 10.3
127,Malaki Branham,SAS,5,20.6,10.6,4.4,8.8,50.0,1.6,3.4,47.1,0.2,0.4,50.0,0.6,1.6,2.2,1.6,0.8,0.4,1.0, 10.0
128,Aaron Nesmith,IND,4,17.3,10.5,3.5,6.5,53.8,1.3,3.3,38.5,2.3,2.3,100,0.3,0.8,1.0,0.8,0.8,0.3,0.8, 9.5
128,Darius Garland,CLE,2,16.5,10.5,4.0,11.0,36.4,1.5,5.5,27.3,1.0,1.0,100,0.0,1.0,1.0,2.0,0.5,0.5,1.5, 6.0
128,Derrick White,BOS,4,22.3,10.5,3.8,7.8,48.4,1.5,4.3,35.3,1.5,1.8,85.7,0.5,3.5,4.0,2.3,1.3,1.8,2.3, 13.3
128,Emoni Bates,CLE,4,15.3,10.5,3.8,7.5,50.0,2.5,5.5,45.5,0.5,0.8,66.7,0.3,2.3,2.5,0.5,0.3,0.5,1.0, 9.3
128,Evan Fournier,DET,4,19.0,10.5,3.8,8.8,42.9,1.8,4.8,36.8,1.3,1.5,83.3,0.5,1.8,2.3,0.5,0.3,0.0,0.3, 8.0
128,Isaiah Stewart,DET,4,21.8,10.5,4.0,9.0,44.4,1.0,5.3,19.0,1.5,2.0,75.0,1.0,3.5,4.5,1.5,0.5,1.5,1.3, 11.8
128,Jordan Hawkins,NOP,4,21.3,10.5,3.8,12.0,31.3,2.5,7.5,33.3,0.5,0.8,66.7,0.5,1.5,2.0,1.3,0.3,0.3,1.5, 4.3
128,Marcus Sasser,DET,4,18.8,10.5,3.3,7.8,41.9,1.5,3.8,40.0,2.5,3.0,83.3,0.5,2.8,3.3,3.8,0.0,0.3,1.8, 11.0
128,Mitchell Robinson,NYK,4,22.3,10.5,5.0,6.3,80.0,0.0,0.0,0.0,0.5,2.3,22.2,4.3,3.8,8.0,0.3,1.8,1.0,0.3, 18.3
128,Rui Hachimura,LAL,6,20.3,10.5,4.2,9.2,45.5,0.8,2.5,33.3,1.3,1.5,88.9,0.5,3.5,4.0,1.2,0.3,0.2,1.2, 9.8
138,Keyonte George,UTA,5,22.4,10.4,2.8,8.6,32.6,1.4,5.0,28.0,3.4,4.4,77.3,0.2,1.2,1.4,3.6,0.6,0.4,1.6, 8.0
139,Gabe Vincent,LAL,3,17.7,10.3,3.7,8.7,42.3,2.7,6.3,42.1,0.3,0.7,50.0,0.0,0.7,0.7,2.7,0.3,0.0,1.0, 7.7
139,Jalen Brunson,NYK,3,15.0,10.3,2.7,7.3,36.4,0.7,2.0,33.3,4.3,5.0,86.7,0.7,2.0,2.7,3.3,0.3,0.0,1.7, 9.7
141,Buddy Hield,PHI,4,19.8,10.3,3.3,9.5,34.2,2.5,6.8,37.0,1.3,1.8,71.4,0.0,3.5,3.5,4.3,0.5,0.5,2.0, 10.3
141,Jaden Springer,BOS,4,19.8,10.3,4.0,6.0,66.7,1.8,2.0,87.5,0.5,0.8,66.7,1.8,2.0,3.8,1.3,1.3,0.5,1.0, 13.8
141,Spencer Dinwiddie,LAL,4,24.0,10.3,3.0,6.3,48.0,2.8,5.5,50.0,1.5,1.5,100,0.5,2.0,2.5,4.8,0.3,0.3,0.8, 14.0
141,Yuta Watanabe,MEM,4,21.0,10.3,3.8,7.5,50.0,1.8,4.5,38.9,1.0,2.0,50.0,0.8,2.0,2.8,0.8,0.5,0.0,1.3, 8.3
145,Alperen Sengun,HOU,5,22.8,10.2,3.4,10.8,31.5,0.2,1.8,11.1,3.2,5.2,61.5,2.6,4.4,7.0,3.4,1.4,2.0,1.6, 13.0
145,David Roddy,PHX,5,22.6,10.2,4.0,7.2,55.6,1.4,3.2,43.8,0.8,1.0,80.0,0.6,4.2,4.8,1.8,0.8,0.4,2.4, 12.2
147,Deni Avdija,WAS,2,17.5,10.0,4.0,9.0,44.4,2.0,4.5,44.4,0.0,0.0,0.0,1.5,4.5,6.0,1.5,0.0,0.5,2.0, 11.0
